#wealth to income ratio
Percentile;Year;"Argentina";"Australia";"Austria";"Bangladesh";"Belgium";"Brazil";"Canada";"Chile";"China";"Colombia";"Czech Republic";"Denmark";"Egypt";"Ethiopia";"Finland";"France";"Germany";"Ghana";"Greece";"Hungary";"India";"Indonesia";"Iran";"Ireland";"Israel";"Italy";"Japan";"Kenya";"Malaysia";"Mexico";"Netherlands";"New Zealand";"Nigeria";"Norway";"Pakistan";"Peru";"Philippines";"Poland";"Portugal";"Qatar";"Russian Federation";"Saudi Arabia";"Singapore";"South Africa";"Spain";"Sweden";"Switzerland";"Turkey";"United Kingdom";"USA";"Korea"
pall;1995;3.355870485305786;4.907835960388184;3.947289228439331;3.760047912597656;4.293112754821777;3.37947154045105;3.252872467041016;3.503385543823242;4.6461421;3.038987874984741;6.433172225952148;2.552377700805664;1.578763604164124;2.484499454498291;3.421419143676758;3.538203477859497;4.253629207611084;3.529867172241211;3.217490196228027;2.818634033203125;4.825907367701507;5.225176811218262;4.246926307678223;3.681257247924805;5.555346965789795;4.457207679748535;7.130791187286377;2.966240406036377;4.181989669799805;3.447731018066406;4.318789958953857;5.755828857421875;4.973476409912109;3.566083669662476;3.861353397369385;3.94088339805603;3.993765830993652;2.819759607315063;4.200994491577148;3.452007055282593;3.460877895355225;6.324934005737305;6.439808368682861;3.7087082862854;4.666415691375732;2.544957637786865;4.878159523010254;4.110315799713135;3.634432315826416;3.745803594589233;5.548356533050537
pall;1996;3.358286619186401;4.786798000335693;4.166384220123291;3.875978946685791;4.319876670837402;3.372252225875854;3.358567476272583;3.633120536804199;4.7944493;2.979312181472778;6.050329685211182;2.612812280654907;1.855831503868103;2.59728479385376;3.371329307556152;3.640932083129883;3.964091777801514;3.58758020401001;3.348056554794312;2.888516664505005;4.721800958124455;5.285871028900146;4.062337875366211;4.369292259216309;5.758059501647949;4.433557987213135;6.9774489402771;3.0158851146698;4.347126007080078;3.547490835189819;4.429716110229492;5.802495956420898;5.055946350097656;3.549777507781982;4.052095890045166;4.022985935211182;4.082796573638916;3.137141942977905;4.308837890625;3.441572666168213;3.545475721359253;6.359265327453613;6.363888263702393;3.69672417640686;4.648595809936523;2.630652904510498;4.954949855804443;4.202990531921387;3.563768148422241;3.887434720993042;5.665859222412109
pall;1997;3.330599546432495;4.950192928314209;4.277846336364746;4.138934135437012;4.402827739715576;3.342926502227783;3.441951513290405;3.817203760147095;5.1906912;3.012944221496582;6.134655475616455;2.8053297996521;1.95715594291687;3.295781135559082;3.27399754524231;3.593154907226563;4.072471141815186;3.550882339477539;3.619688987731934;2.955257892608643;4.611513204824229;5.259912490844727;3.994063377380371;4.483461856842041;5.657853126525879;4.548158168792725;6.889863967895508;3.01527214050293;4.312960624694824;3.642792701721191;4.512600898742676;5.924897193908691;5.023176670074463;3.555302143096924;3.977567911148071;4.036204814910889;4.153293132781982;3.094652891159058;4.251112461090088;3.37907075881958;3.659041166305542;6.075514793395996;5.871128559112549;3.542378425598145;4.654949188232422;2.830671787261963;4.948644638061523;4.230841159820557;3.657878875732422;4.101242065429688;5.497262001037598
pall;1998;3.415269374847412;5.032496452331543;4.411207675933838;4.390122890472412;4.554859161376953;3.326940298080444;3.511069774627686;3.877676248550415;5.550454;3.092729568481445;6.167414665222168;3.027925968170166;2.1324143409729;3.166020154953003;3.386512994766235;3.585405588150024;4.134034156799316;3.852065563201904;3.804159641265869;2.951361656188965;4.678474745422018;4.624942779541016;4.081381320953369;4.980124950408936;5.649350166320801;4.753562927246094;7.030346870422363;3.063775539398193;4.329249858856201;3.720932006835938;4.661501407623291;6.11281681060791;4.985322952270508;3.788082361221313;4.106697559356689;4.080989837646484;4.219594478607178;3.248887300491333;4.423060894012451;3.150200366973877;3.764887809753418;5.899092674255371;5.363011837005615;3.513190269470215;4.786191940307617;2.974971532821655;5.171883106231689;4.368777751922607;3.86662769317627;4.376045703887939;5.876018047332764
pall;1999;3.471240758895874;5.2405104637146;4.422849655151367;4.837089538574219;4.804275512695313;3.354067087173462;3.502009153366089;3.922990083694458;5.8293066;3.010687351226807;6.355922222137451;3.291650533676147;2.29827356338501;3.02640438079834;3.831161499023438;3.777923583984375;4.274943828582764;3.688641309738159;4.372500896453857;3.050490617752075;4.643296311907764;4.533478736877441;4.149225234985352;5.34315013885498;6.0199294090271;4.860878467559814;7.190464973449707;3.0472731590271;4.349055767059326;3.963544845581055;4.716899871826172;6.051772117614746;4.665543556213379;3.675694465637207;3.986360311508179;4.149924278259277;4.080366611480713;3.246999979019165;4.649853229522705;3.146554946899414;3.358085632324219;6.057075500488281;5.351507663726807;3.659371376037598;5.11564826965332;3.243231773376465;5.566587924957275;4.256844043731689;4.177630424499512;4.660504817962646;5.526482582092285
pall;2000;3.48086404800415;5.430952548980713;4.435908317565918;4.838966369628906;4.92786979675293;3.342320203781128;3.463421583175659;4.034631729125977;6.1206998;2.948026657104492;6.335087776184082;3.572692394256592;2.415357112884521;3.036563396453857;3.943967580795288;3.966363906860352;4.419451236724854;3.429527521133423;4.514861583709717;3.027755975723267;4.49177431187293;4.312750816345215;4.269746780395508;5.602582454681396;6.293903350830078;4.941451549530029;7.099801063537598;2.983875751495361;4.340014457702637;3.97881007194519;5.149898529052734;6.070793151855469;4.560629367828369;3.381726026535034;3.884371995925903;4.231167316436768;4.011693000793457;3.275186061859131;4.8339524269104;3.546769618988037;3.02934193611145;6.240958213806152;5.534544467926025;3.740221500396729;5.3274827003479;3.457196474075317;5.79591703414917;4.360044479370117;4.296421051025391;4.681720733642578;5.356083869934082
pall;2001;3.491699695587158;5.547300815582275;4.586115837097168;5.214832782745361;5.068175792694092;3.382718801498413;3.482152223587036;4.046023845672607;6.034199;3.020347118377686;6.183897018432617;3.661294221878052;2.472696781158447;2.894691228866577;3.842317819595337;4.008983612060547;4.356775760650635;3.468348026275635;4.197677612304688;2.961049556732178;4.597274487338401;4.584075927734375;4.289851188659668;5.711496353149414;6.325832366943359;4.959766387939453;6.930119514465332;2.970547199249268;4.418830871582031;4.025548934936523;5.28389310836792;5.857419013977051;4.473201751708984;3.588431119918823;3.713124990463257;4.196795463562012;4.105942726135254;3.383549213409424;4.914403438568115;3.510226964950562;3.435487747192383;6.706212997436523;5.609925746917725;3.682470083236694;5.585444927215576;3.463820219039917;5.89718770980835;4.059625625610352;4.33857536315918;4.652834892272949;5.509200096130371
pall;2002;2.217896699905396;5.680331230163574;4.587869644165039;5.221017360687256;5.001777648925781;3.132491827011108;3.328350305557251;4.133893013000488;5.9563532;3.094669103622437;5.965149879455566;3.644576549530029;2.424711465835571;2.67145562171936;3.741312503814697;4.099872589111328;4.308526992797852;3.448336601257324;3.915006160736084;2.800544738769531;4.649978364659925;4.726064205169678;3.895758628845215;5.30694580078125;6.059396266937256;5.039376258850098;6.792012214660645;2.95375657081604;4.410358428955078;4.02374267578125;5.230451583862305;5.776512622833252;4.171235084533691;3.729031085968018;3.634787321090698;4.14325475692749;4.104235172271729;3.428782939910889;4.93517017364502;3.635968685150146;3.985144853591919;6.311628818511963;5.406927585601807;3.48558521270752;5.84755277633667;3.3494713306427;5.846689224243164;4.165377140045166;4.341322898864746;4.524762630462646;5.584985733032227
pall;2003;2.574233770370483;5.906773567199707;4.696252822875977;5.188147068023682;5.053343296051025;3.207845449447632;3.343700647354126;4.256008625030518;5.9779138;3.153967380523682;5.547793865203857;3.748340845108032;2.335732698440552;2.750188589096069;3.751752853393555;4.362949848175049;4.225759506225586;3.493237257003784;3.957153081893921;2.692671298980713;4.846974160393198;4.871299266815186;3.862389087677002;5.236958980560303;6.142285346984863;5.219729423522949;6.654286861419678;2.994463920593262;4.413881301879883;4.069919109344482;5.178884506225586;6.047566890716553;4.00440788269043;3.750779628753662;3.691138982772827;4.119735240936279;4.170426368713379;3.621016025543213;5.1851806640625;3.820931911468506;4.179957389831543;6.478899955749512;5.438541412353516;3.388974666595459;6.273406505584717;3.378349781036377;5.626947402954102;4.450328350067139;4.477420330047607;4.554634571075439;5.952624320983887
pall;2004;2.773689985275269;6.267394542694092;4.76061487197876;5.154763698577881;5.270650863647461;3.245588302612305;3.369762897491455;4.256746292114258;6.0138242;3.235580682754517;5.182314872741699;4.002821922302246;2.336841344833374;2.788796424865723;3.816902160644531;4.7305588722229;4.120582103729248;3.470380067825317;4.029355049133301;2.604200601577759;4.837112325517374;4.782788753509521;3.895411968231201;5.416032791137695;6.146284580230713;5.384759426116943;6.485994815826416;2.999634742736816;4.333817481994629;4.072465419769287;5.348372936248779;6.452070236206055;3.968755483627319;3.798808813095093;3.852204322814941;4.16145133972168;4.196399211883545;3.718005657196045;5.583539009094238;3.854740619659424;4.073655605316162;6.438582897186279;5.430371761322021;3.389183044433594;6.929942607879639;3.606540441513062;5.687652587890625;4.642602443695068;4.669389724731445;4.815989971160889;6.199962615966797
