country,variable,percentile,year,value,age,pop,country_code,country_name
BR,sptincj992,p99p100,1820,0.2565,992,j,BR,Brazil
BR,sptincj992,p99p100,1850,0.2592,992,j,BR,Brazil
BR,sptincj992,p99p100,1880,0.2619,992,j,BR,Brazil
BR,sptincj992,p99p100,1900,0.2646,992,j,BR,Brazil
BR,sptincj992,p99p100,1910,0.27,992,j,BR,Brazil
BR,sptincj992,p99p100,1920,0.27,992,j,BR,Brazil
BR,sptincj992,p99p100,1930,0.3,992,j,BR,Brazil
BR,sptincj992,p99p100,1940,0.34,992,j,BR,Brazil
BR,sptincj992,p99p100,1950,0.3,992,j,BR,Brazil
BR,sptincj992,p99p100,1960,0.25,992,j,BR,Brazil
BR,sptincj992,p99p100,1970,0.28,992,j,BR,Brazil
BR,sptincj992,p99p100,1980,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1981,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1982,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1983,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1984,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1985,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1986,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1987,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1988,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1989,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1990,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1991,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1992,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1993,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1994,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1995,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1996,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1997,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1998,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,1999,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,2000,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,2001,0.2215,992,j,BR,Brazil
BR,sptincj992,p99p100,2002,0.2246,992,j,BR,Brazil
BR,sptincj992,p99p100,2003,0.2272,992,j,BR,Brazil
BR,sptincj992,p99p100,2004,0.2251,992,j,BR,Brazil
BR,sptincj992,p99p100,2005,0.2294,992,j,BR,Brazil
BR,sptincj992,p99p100,2006,0.2347,992,j,BR,Brazil
BR,sptincj992,p99p100,2007,0.2388,992,j,BR,Brazil
BR,sptincj992,p99p100,2008,0.2343,992,j,BR,Brazil
BR,sptincj992,p99p100,2009,0.2228,992,j,BR,Brazil
BR,sptincj992,p99p100,2010,0.2349,992,j,BR,Brazil
BR,sptincj992,p99p100,2011,0.2469,992,j,BR,Brazil
BR,sptincj992,p99p100,2012,0.2542,992,j,BR,Brazil
BR,sptincj992,p99p100,2013,0.2368,992,j,BR,Brazil
BR,sptincj992,p99p100,2014,0.2404,992,j,BR,Brazil
BR,sptincj992,p99p100,2015,0.2277,992,j,BR,Brazil
BR,sptincj992,p99p100,2016,0.2112,992,j,BR,Brazil
BR,sptincj992,p99p100,2017,0.209,992,j,BR,Brazil
BR,sptincj992,p99p100,2018,0.2069,992,j,BR,Brazil
BR,sptincj992,p99p100,2019,0.2034,992,j,BR,Brazil
BR,sptincj992,p99p100,2020,0.2209,992,j,BR,Brazil
BR,sptincj992,p99p100,2021,0.218,992,j,BR,Brazil
BR,sptincj992,p99p100,2022,0.2113,992,j,BR,Brazil
BR,sptincj992,p99p100,2023,0.2113,992,j,BR,Brazil
CN,sptincj992,p99p100,1820,0.16,992,j,CN,China
CN,sptincj992,p99p100,1850,0.1718,992,j,CN,China
CN,sptincj992,p99p100,1880,0.1719,992,j,CN,China
CN,sptincj992,p99p100,1900,0.1739,992,j,CN,China
CN,sptincj992,p99p100,1910,0.2417,992,j,CN,China
CN,sptincj992,p99p100,1920,0.2178,992,j,CN,China
CN,sptincj992,p99p100,1930,0.1984,992,j,CN,China
CN,sptincj992,p99p100,1940,0.1817,992,j,CN,China
CN,sptincj992,p99p100,1950,0.05,992,j,CN,China
CN,sptincj992,p99p100,1960,0.05,992,j,CN,China
CN,sptincj992,p99p100,1970,0.05,992,j,CN,China
CN,sptincj992,p99p100,1978,0.065,992,j,CN,China
CN,sptincj992,p99p100,1979,0.0652,992,j,CN,China
CN,sptincj992,p99p100,1980,0.0657,992,j,CN,China
CN,sptincj992,p99p100,1981,0.0686,992,j,CN,China
CN,sptincj992,p99p100,1982,0.0709,992,j,CN,China
CN,sptincj992,p99p100,1983,0.0727,992,j,CN,China
CN,sptincj992,p99p100,1984,0.0761,992,j,CN,China
CN,sptincj992,p99p100,1985,0.0817,992,j,CN,China
CN,sptincj992,p99p100,1986,0.0811,992,j,CN,China
CN,sptincj992,p99p100,1987,0.08,992,j,CN,China
CN,sptincj992,p99p100,1988,0.0813,992,j,CN,China
CN,sptincj992,p99p100,1989,0.0833,992,j,CN,China
CN,sptincj992,p99p100,1990,0.0821,992,j,CN,China
CN,sptincj992,p99p100,1991,0.0842,992,j,CN,China
CN,sptincj992,p99p100,1992,0.0885,992,j,CN,China
CN,sptincj992,p99p100,1993,0.0929,992,j,CN,China
CN,sptincj992,p99p100,1994,0.0954,992,j,CN,China
CN,sptincj992,p99p100,1995,0.0938,992,j,CN,China
CN,sptincj992,p99p100,1996,0.0965,992,j,CN,China
CN,sptincj992,p99p100,1997,0.0965,992,j,CN,China
CN,sptincj992,p99p100,1998,0.0994,992,j,CN,China
CN,sptincj992,p99p100,1999,0.1002,992,j,CN,China
CN,sptincj992,p99p100,2000,0.1046,992,j,CN,China
CN,sptincj992,p99p100,2001,0.1096,992,j,CN,China
CN,sptincj992,p99p100,2002,0.1265,992,j,CN,China
CN,sptincj992,p99p100,2003,0.1323,992,j,CN,China
CN,sptincj992,p99p100,2004,0.1393,992,j,CN,China
CN,sptincj992,p99p100,2005,0.143,992,j,CN,China
CN,sptincj992,p99p100,2006,0.1487,992,j,CN,China
CN,sptincj992,p99p100,2007,0.1538,992,j,CN,China
CN,sptincj992,p99p100,2008,0.1529,992,j,CN,China
CN,sptincj992,p99p100,2009,0.1552,992,j,CN,China
CN,sptincj992,p99p100,2010,0.152,992,j,CN,China
CN,sptincj992,p99p100,2011,0.1467,992,j,CN,China
CN,sptincj992,p99p100,2012,0.1383,992,j,CN,China
CN,sptincj992,p99p100,2013,0.1389,992,j,CN,China
CN,sptincj992,p99p100,2014,0.1374,992,j,CN,China
CN,sptincj992,p99p100,2015,0.14,992,j,CN,China
CN,sptincj992,p99p100,2016,0.1401,992,j,CN,China
CN,sptincj992,p99p100,2017,0.1511,992,j,CN,China
CN,sptincj992,p99p100,2018,0.148,992,j,CN,China
CN,sptincj992,p99p100,2019,0.1462,992,j,CN,China
CN,sptincj992,p99p100,2020,0.1552,992,j,CN,China
CN,sptincj992,p99p100,2021,0.1568,992,j,CN,China
CN,sptincj992,p99p100,2022,0.1572,992,j,CN,China
CN,sptincj992,p99p100,2023,0.1572,992,j,CN,China
EG,sptincj992,p99p100,1820,0.2636,992,j,EG,Egypt
EG,sptincj992,p99p100,1850,0.2697,992,j,EG,Egypt
EG,sptincj992,p99p100,1880,0.2727,992,j,EG,Egypt
EG,sptincj992,p99p100,1900,0.2848,992,j,EG,Egypt
EG,sptincj992,p99p100,1910,0.303,992,j,EG,Egypt
EG,sptincj992,p99p100,1920,0.303,992,j,EG,Egypt
EG,sptincj992,p99p100,1930,0.303,992,j,EG,Egypt
EG,sptincj992,p99p100,1940,0.303,992,j,EG,Egypt
EG,sptincj992,p99p100,1950,0.303,992,j,EG,Egypt
EG,sptincj992,p99p100,1960,0.264,992,j,EG,Egypt
EG,sptincj992,p99p100,1970,0.225,992,j,EG,Egypt
EG,sptincj992,p99p100,1980,0.1601,992,j,EG,Egypt
EG,sptincj992,p99p100,1981,0.1601,992,j,EG,Egypt
EG,sptincj992,p99p100,1982,0.1601,992,j,EG,Egypt
EG,sptincj992,p99p100,1983,0.1601,992,j,EG,Egypt
EG,sptincj992,p99p100,1984,0.1601,992,j,EG,Egypt
