country,variable,percentile,year,value,age,pop,country_code,country_name
BR,shwealj992,p90p100,1995,0.6941,992,j,BR,Brazil
BR,shwealj992,p90p100,1996,0.6941,992,j,BR,Brazil
BR,shwealj992,p90p100,1997,0.6941,992,j,BR,Brazil
BR,shwealj992,p90p100,1998,0.6940000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,1999,0.6941,992,j,BR,Brazil
BR,shwealj992,p90p100,2000,0.6942,992,j,BR,Brazil
BR,shwealj992,p90p100,2001,0.6942,992,j,BR,Brazil
BR,shwealj992,p90p100,2002,0.6989000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,2003,0.6962,992,j,BR,Brazil
BR,shwealj992,p90p100,2004,0.6912,992,j,BR,Brazil
BR,shwealj992,p90p100,2005,0.7021000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,2006,0.7020000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,2007,0.6944,992,j,BR,Brazil
BR,shwealj992,p90p100,2008,0.6965,992,j,BR,Brazil
BR,shwealj992,p90p100,2009,0.6948000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,2010,0.6982,992,j,BR,Brazil
BR,shwealj992,p90p100,2011,0.7021000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,2012,0.6977,992,j,BR,Brazil
BR,shwealj992,p90p100,2013,0.6935,992,j,BR,Brazil
BR,shwealj992,p90p100,2014,0.6947,992,j,BR,Brazil
BR,shwealj992,p90p100,2015,0.7006,992,j,BR,Brazil
BR,shwealj992,p90p100,2016,0.6959000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,2017,0.6936,992,j,BR,Brazil
BR,shwealj992,p90p100,2018,0.6920000000000001,992,j,BR,Brazil
BR,shwealj992,p90p100,2019,0.6877,992,j,BR,Brazil
BR,shwealj992,p90p100,2020,0.6996,992,j,BR,Brazil
BR,shwealj992,p90p100,2021,0.7027,992,j,BR,Brazil
BR,shwealj992,p90p100,2022,0.6987,992,j,BR,Brazil
BR,shwealj992,p90p100,2023,0.6970000000000001,992,j,BR,Brazil
CN,shwealj992,p90p100,1978,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1979,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1980,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1981,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1982,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1983,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1984,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1985,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1986,0.4081,992,j,CN,China
CN,shwealj992,p90p100,1987,0.4081,992,j,CN,China
