country,variable,percentile,year,value,age,pop,country_code,country_name
BR,sptincj992,p0p50,1820,0.105,992,j,BR,Brazil
BR,sptincj992,p0p50,1850,0.1034,992,j,BR,Brazil
BR,sptincj992,p0p50,1880,0.1019,992,j,BR,Brazil
BR,sptincj992,p0p50,1900,0.1003,992,j,BR,Brazil
BR,sptincj992,p0p50,1910,0.0973,992,j,BR,Brazil
BR,sptincj992,p0p50,1920,0.0973,992,j,BR,Brazil
BR,sptincj992,p0p50,1930,0.0933,992,j,BR,Brazil
BR,sptincj992,p0p50,1940,0.0879,992,j,BR,Brazil
BR,sptincj992,p0p50,1950,0.0933,992,j,BR,Brazil
BR,sptincj992,p0p50,1960,0.0999,992,j,BR,Brazil
BR,sptincj992,p0p50,1970,0.0959,992,j,BR,Brazil
BR,sptincj992,p0p50,1980,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1981,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1982,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1983,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1984,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1985,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1986,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1987,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1988,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1989,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1990,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1991,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1992,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1993,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1994,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1995,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1996,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1997,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1998,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,1999,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,2000,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,2001,0.0921,992,j,BR,Brazil
BR,sptincj992,p0p50,2002,0.0909,992,j,BR,Brazil
BR,sptincj992,p0p50,2003,0.0942,992,j,BR,Brazil
BR,sptincj992,p0p50,2004,0.0969,992,j,BR,Brazil
BR,sptincj992,p0p50,2005,0.0918,992,j,BR,Brazil
BR,sptincj992,p0p50,2006,0.0942,992,j,BR,Brazil
BR,sptincj992,p0p50,2007,0.101,992,j,BR,Brazil
BR,sptincj992,p0p50,2008,0.1018,992,j,BR,Brazil
BR,sptincj992,p0p50,2009,0.1031,992,j,BR,Brazil
BR,sptincj992,p0p50,2010,0.1023,992,j,BR,Brazil
BR,sptincj992,p0p50,2011,0.1016,992,j,BR,Brazil
BR,sptincj992,p0p50,2012,0.1057,992,j,BR,Brazil
BR,sptincj992,p0p50,2013,0.1077,992,j,BR,Brazil
BR,sptincj992,p0p50,2014,0.1068,992,j,BR,Brazil
BR,sptincj992,p0p50,2015,0.1028,992,j,BR,Brazil
BR,sptincj992,p0p50,2016,0.0971,992,j,BR,Brazil
BR,sptincj992,p0p50,2017,0.0972,992,j,BR,Brazil
BR,sptincj992,p0p50,2018,0.0976,992,j,BR,Brazil
BR,sptincj992,p0p50,2019,0.1013,992,j,BR,Brazil
BR,sptincj992,p0p50,2020,0.0826,992,j,BR,Brazil
BR,sptincj992,p0p50,2021,0.0848,992,j,BR,Brazil
BR,sptincj992,p0p50,2022,0.0912,992,j,BR,Brazil
BR,sptincj992,p0p50,2023,0.0912,992,j,BR,Brazil
CN,sptincj992,p0p50,1820,0.187,992,j,CN,China
CN,sptincj992,p0p50,1850,0.1827,992,j,CN,China
CN,sptincj992,p0p50,1880,0.1731,992,j,CN,China
CN,sptincj992,p0p50,1900,0.1721,992,j,CN,China
CN,sptincj992,p0p50,1910,0.1349,992,j,CN,China
CN,sptincj992,p0p50,1920,0.1558,992,j,CN,China
CN,sptincj992,p0p50,1930,0.1637,992,j,CN,China
CN,sptincj992,p0p50,1940,0.1791,992,j,CN,China
CN,sptincj992,p0p50,1950,0.254,992,j,CN,China
CN,sptincj992,p0p50,1960,0.254,992,j,CN,China
CN,sptincj992,p0p50,1970,0.254,992,j,CN,China
CN,sptincj992,p0p50,1978,0.2517,992,j,CN,China
CN,sptincj992,p0p50,1979,0.251,992,j,CN,China
CN,sptincj992,p0p50,1980,0.2498,992,j,CN,China
CN,sptincj992,p0p50,1981,0.2471,992,j,CN,China
CN,sptincj992,p0p50,1982,0.2419,992,j,CN,China
CN,sptincj992,p0p50,1983,0.2445,992,j,CN,China
CN,sptincj992,p0p50,1984,0.2418,992,j,CN,China
CN,sptincj992,p0p50,1985,0.2384,992,j,CN,China
CN,sptincj992,p0p50,1986,0.2252,992,j,CN,China
CN,sptincj992,p0p50,1987,0.2207,992,j,CN,China
CN,sptincj992,p0p50,1988,0.2188,992,j,CN,China
CN,sptincj992,p0p50,1989,0.2126,992,j,CN,China
CN,sptincj992,p0p50,1990,0.2146,992,j,CN,China
CN,sptincj992,p0p50,1991,0.2027,992,j,CN,China
CN,sptincj992,p0p50,1992,0.1939,992,j,CN,China
CN,sptincj992,p0p50,1993,0.1849,992,j,CN,China
CN,sptincj992,p0p50,1994,0.1811,992,j,CN,China
CN,sptincj992,p0p50,1995,0.1849,992,j,CN,China
CN,sptincj992,p0p50,1996,0.1906,992,j,CN,China
CN,sptincj992,p0p50,1997,0.1909,992,j,CN,China
CN,sptincj992,p0p50,1998,0.1915,992,j,CN,China
CN,sptincj992,p0p50,1999,0.185,992,j,CN,China
CN,sptincj992,p0p50,2000,0.1737,992,j,CN,China
CN,sptincj992,p0p50,2001,0.1681,992,j,CN,China
CN,sptincj992,p0p50,2002,0.1557,992,j,CN,China
CN,sptincj992,p0p50,2003,0.1515,992,j,CN,China
CN,sptincj992,p0p50,2004,0.1515,992,j,CN,China
CN,sptincj992,p0p50,2005,0.1442,992,j,CN,China
CN,sptincj992,p0p50,2006,0.1441,992,j,CN,China
CN,sptincj992,p0p50,2007,0.1425,992,j,CN,China
CN,sptincj992,p0p50,2008,0.1421,992,j,CN,China
CN,sptincj992,p0p50,2009,0.1414,992,j,CN,China
CN,sptincj992,p0p50,2010,0.1383,992,j,CN,China
CN,sptincj992,p0p50,2011,0.1409,992,j,CN,China
CN,sptincj992,p0p50,2012,0.1454,992,j,CN,China
CN,sptincj992,p0p50,2013,0.1403,992,j,CN,China
CN,sptincj992,p0p50,2014,0.1438,992,j,CN,China
CN,sptincj992,p0p50,2015,0.1436,992,j,CN,China
CN,sptincj992,p0p50,2016,0.1436,992,j,CN,China
CN,sptincj992,p0p50,2017,0.141,992,j,CN,China
CN,sptincj992,p0p50,2018,0.1417,992,j,CN,China
CN,sptincj992,p0p50,2019,0.1422,992,j,CN,China
CN,sptincj992,p0p50,2020,0.1401,992,j,CN,China
CN,sptincj992,p0p50,2021,0.1397,992,j,CN,China
CN,sptincj992,p0p50,2022,0.1374,992,j,CN,China
