Year,Country,PerAdultIncome,WealthInequality,IncomeInequality,WealthToIncomeRatio,GDP,Population,NetPersonalWealth,NationalIncome
2020,Philippines,52797.1676,0.5469,0.5469,5.604077339172363,180519.3,112081264,0.6074,9421.2047
2021,Philippines,47843.8287,0.5469,0.5469,4.908092498779297,189115.0,113100950,0.6136,9747.946
2022,Philippines,54536.6972,0.5469,0.5469,5.240676403045654,201890.7,113964338,0.609,10406.4233
2023,Philippines,59061.9417,0.5469,0.5469,5.290876388549805,211412.4,114891199,0.6072000000000001,11162.9782
1995,Poland,36939.2813,0.4157,0.4157,2.819759607315063,30461.6,38364667,0.603,13100.1688
1996,Poland,43649.8597,0.4162,0.4162,3.137141942977905,32329.1,38359171,0.603,13913.9079
1997,Poland,45647.5517,0.4142,0.4142,3.094652891159058,34423.8,38348310,0.6029,14750.4667
1998,Poland,49905.9777,0.4233,0.4233,3.248887300491333,36041.8,38326437,0.6036,15360.938
1999,Poland,51782.9959,0.4144,0.4144,3.246999979019165,37757.7,38287713,0.6034,15947.9567
2000,Poland,54317.461,0.4379,0.4379,3.275186061859131,39510.4,38258071,0.6049,16584.5529
2001,Poland,56181.2938,0.4413,0.4413,3.383549213409424,40018.9,38247357,0.605,16604.2433
2002,Poland,57329.7337,0.4513,0.4513,3.428782939910889,40852.7,38229408,0.6065,16720.1351
2003,Poland,61309.8225,0.4628,0.4628,3.621016025543213,42310.60000000001,38203524,0.6086,16931.6657
2004,Poland,63833.3524,0.4737,0.4737,3.718005657196045,44460.7,38167572,0.6109,17168.6884
2005,Poland,67767.9775,0.4803,0.4803,3.774762392044067,46072.0,38124379,0.6107,17952.9271
2006,Poland,73356.3463,0.4791,0.4791,3.882852792739868,48965.10000000001,38071167,0.6122000000000001,18892.368
2007,Poland,78834.1327,0.4726,0.4726,3.94239616394043,52492.7,38020421,0.6124,19996.5046
2008,Poland,86512.2459,0.4786,0.4786,4.064695358276367,54732.8,37995902,0.6133000000000001,21283.8319
2009,Poland,84987.7202,0.4712,0.4712,3.959580659866333,56273.7,38002155,0.6111,21463.8228
2010,Poland,83897.191,0.4671,0.4671,3.842705726623535,57783.3,38095351,0.6109,21832.8412
2011,Poland,85485.4642,0.4717,0.4717,3.727782964706421,60516.9,38208643,0.6117,22931.9849
2012,Poland,86184.296,0.4691,0.4691,3.737998008728027,61389.0,38247868,0.6112000000000001,23056.2803
2013,Poland,87811.0709,0.4689,0.4689,3.788295984268188,61896.4,38259262,0.6108,23179.5559
2014,Poland,92571.4955,0.4728,0.4728,3.884654760360718,64261.5,38265113,0.6118,23830.0409
2015,Poland,96949.9272,0.4782,0.4782,3.903547048568726,67076.2,38266314,0.6188,24836.3587
2016,Poland,100878.1881,0.4771,0.4771,3.970639944076538,69062.8,38263265,0.6161,25406.0428
2017,Poland,106575.0297,0.4722,0.4722,3.997680902481079,72628.5,38254959,0.6155,26659.2284
2018,Poland,112658.7164,0.4767,0.4767,3.98191499710083,76974.2,38241071,0.6162000000000001,28292.6137
2019,Poland,119508.1469,0.4812,0.4812,4.007516860961914,80431.5,38225885,0.6176,29821.0071
2020,Poland,121415.7555,0.4845,0.4845,4.171484470367432,78920.0,38171012,0.6185,29106.1418
2021,Poland,123016.6165,0.4845,0.4845,3.944217443466187,84683.1,38040302,0.6185,31189.1
2022,Poland,133644.2042,0.4845,0.4845,4.072882175445557,88335.6,38385739,0.6185,32813.1675
2023,Poland,132667.5626,0.4845,0.4845,4.113466739654541,87616.6,38762844,0.6185,32251.9924
1995,Portugal,105965.5769,0.4934,0.4934,4.200994491577148,17800.8,10031751,0.5853,25223.8833
1996,Portugal,109011.5732,0.4838,0.4838,4.308837890625,18358.8,10067649,0.5845,25299.4879
1997,Portugal,111867.1487,0.4912,0.4912,4.251112461090088,19085.5,10110551,0.5858,26314.82
1998,Portugal,120867.1623,0.4867,0.4867,4.423060894012451,19906.7,10159525,0.5880000000000001,27326.5986
1999,Portugal,130698.7041,0.4926,0.4926,4.649853229522705,20572.3,10214871,0.5888,28108.1323
2000,Portugal,136863.8506,0.4935,0.4935,4.8339524269104,21215.4,10283204,0.5874,28313.0122
2001,Portugal,139655.9526,0.5106,0.5106,4.914403438568115,21479.2,10354325,0.5898,28417.6579
2002,Portugal,140139.1115,0.5008,0.5008,4.93517017364502,21522.8,10413044,0.5873,28395.969
2003,Portugal,144454.2116,0.4972,0.4972,5.1851806640625,21238.5,10454245,0.5864,27859.0169
2004,Portugal,156720.1733,0.515,0.515,5.583539009094238,21562.4,10481381,0.5890000000000001,28068.3081
2005,Portugal,170979.6708,0.5095000000000001,0.5095000000000001,6.071718215942383,21686.3,10502994,0.5885,28159.965
2006,Portugal,183166.9645,0.5144000000000001,0.5144000000000001,6.535500049591064,21994.4,10524120,0.5893,28026.5234
2007,Portugal,186208.9171,0.5129,0.5129,6.488552093505859,22497.2,10546825,0.5892000000000001,28698.0199
2008,Portugal,185931.4959,0.4966,0.4966,6.549813270568848,22532.1,10564081,0.5891000000000001,28387.269
2009,Portugal,180919.0442,0.4895,0.4895,6.662700653076172,21803.5,10576267,0.5863,27153.9456
2010,Portugal,179107.229,0.4940000000000001,0.4940000000000001,6.495543956756592,22177.4,10578660,0.5870000000000001,27573.876
2011,Portugal,178940.4577,0.4976,0.4976,6.544141292572021,21845.8,10557052,0.5925,27343.6311
2012,Portugal,167580.8938,0.4829,0.4829,6.455848217010498,21047.0,10513150,0.5938,25957.9956
2013,Portugal,158033.0225,0.4942,0.4942,6.013534545898438,20962.2,10458298,0.5961000000000001,26279.5297
2014,Portugal,164206.1338,0.4924,0.4924,6.250537872314453,21234.0,10406199,0.5935,26270.7071
2015,Portugal,169841.9254,0.4873,0.4873,6.370028495788574,21689.4,10370267,0.5942000000000001,26662.6993
2016,Portugal,171117.4011,0.4902,0.4902,6.278079509735107,22178.6,10346372,0.5966,27256.3856
2017,Portugal,175059.3796,0.49,0.49,6.219359397888184,22990.7,10330844,0.6088,28147.4663
2018,Portugal,182798.9893,0.4747,0.4747,6.346731662750244,23658.4,10325353,0.6053000000000001,28802.0528
2019,Portugal,191263.031,0.4689,0.4689,6.493002891540527,24251.1,10343213,0.6039,29456.7619
2020,Portugal,193629.6885,0.4633,0.4633,7.296409606933594,22179.6,10370519,0.6024,26537.7128
2021,Portugal,202632.1527,0.4562,0.4562,7.237712860107422,23406.0,10390956,0.6003000000000001,27996.7472
2022,Portugal,212900.4123,0.4625,0.4625,7.168203830718994,24941.4,10417073,0.6006,29700.6083
2023,Portugal,217899.2626,0.4677,0.4677,7.231209754943848,25476.8,10430738,0.6015,30133.1598
1995,Qatar,232909.9208,0.6625,0.6625,3.452007055282593,194218.2,514325,0.6708000000000001,67470.8632
1996,Qatar,243258.3075,0.6625,0.6625,3.441572666168213,197082.7,529019,0.6707000000000001,70682.3152
1997,Qatar,288883.0381,0.6625,0.6625,3.37907075881958,246232.9,550500,0.671,85491.8492
1998,Qatar,281364.9616,0.6625,0.6625,3.150200366973877,259686.3,580540,0.7007,89316.5373
1999,Qatar,280668.6516,0.6625,0.6625,3.146554946899414,256680.7,612500,0.6707000000000001,89198.7235
2000,Qatar,340236.1698,0.6625,0.6625,3.546769618988037,263320.1,644989,0.6709,95928.4614
2001,Qatar,298699.5902,0.6625,0.6625,3.510226964950562,260292.9,677925,0.6709,85094.0926
2002,Qatar,315541.9254,0.6625,0.6625,3.635968685150146,265933.3,711205,0.6707000000000001,86783.4589
2003,Qatar,338816.6317,0.6625,0.6625,3.820931911468506,263426.3,744682,0.6709,88673.8208
2004,Qatar,366673.347,0.6625,0.6625,3.854740619659424,302417.8,773332,0.6707000000000001,95122.6989
2005,Qatar,400683.1651,0.6625,0.6625,4.075951099395752,304565.1,825408,0.6708000000000001,98304.212
2006,Qatar,400984.6585,0.6625,0.6625,4.169116973876953,326040.1,972831,0.6708000000000001,96179.7598
2007,Qatar,370124.6883,0.6625,0.6625,4.313220024108887,309641.2,1208595,0.671,85811.6835
2008,Qatar,354937.2222,0.6615,0.6615,4.29130744934082,308585.0,1426938,0.6751,82710.7629
2009,Qatar,336228.0988,0.6606000000000001,0.6606000000000001,4.260562896728516,310822.4,1586050,0.6787000000000001,78916.3643
2010,Qatar,359085.6827,0.6597000000000001,0.6597000000000001,4.271255493164063,336680.6,1709229,0.6817000000000001,84070.2882
2011,Qatar,397090.1936,0.6589,0.6589,4.265246868133545,359146.5,1810950,0.6837000000000001,93098.9873
2012,Qatar,419134.4089,0.6581,0.6581,4.444859027862549,357167.9,1907117,0.6851,94296.4377
2013,Qatar,430521.4077,0.6581,0.6581,4.523262500762939,353729.7,2032641,0.6852,95179.3941
2014,Qatar,439667.8667,0.6581,0.6581,4.768095016479492,341403.5,2218372,0.6853,92210.3667
2015,Qatar,445234.7054,0.6581,0.6581,4.900515079498291,326844.3,2427331,0.6852,90854.6714
2016,Qatar,416853.8696,0.6581,0.6581,4.761275291442871,314564.6,2599372,0.6854,87550.8941
2017,Qatar,395062.4902,0.6581,0.6581,4.777260780334473,297565.9,2706709,0.6851,82696.4677
2018,Qatar,381464.1084,0.6581,0.6581,4.735231399536133,295301.9,2761142,0.6852,80558.6914
2019,Qatar,373201.6308,0.6581,0.6581,4.638144493103027,293426.0,2797921,0.6852,80463.561
2020,Qatar,399721.4233,0.6581,0.6581,5.116944789886475,282436.3,2803375,0.6854,78117.21
2021,Qatar,407896.7273,0.6581,0.6581,5.108650207519531,285847.7,2814982,0.6853,79844.3101
2022,Qatar,422100.1188,0.6581,0.6581,5.274520874023438,291264.8,2892455,0.6853,80026.2365
2023,Qatar,427528.1055,0.6581,0.6581,5.317934513092041,287200.4,2979082,0.6854,80393.6225
1995,Russian Federation,48510.3387,0.5619000000000001,0.5619000000000001,3.460877895355225,565393.0,148291403,0.5255000000000001,14016.7725
1996,Russian Federation,54830.6215,0.6343,0.6343,3.545475721359253,545613.8,148084582,0.5441,15464.9549
1997,Russian Federation,57822.1174,0.5923,0.5923,3.659041166305542,554131.6,147853771,0.5957,15802.5334
1998,Russian Federation,55391.0351,0.5636,0.5636,3.764887809753418,525317.9,147635531,0.624,14712.5314
1999,Russian Federation,55498.1651,0.5816,0.5816,3.358085632324219,559676.8,147241975,0.6574,16526.7263
2000,Russian Federation,57347.1356,0.6014,0.6014,3.02934193611145,618622.4,146717783,0.6465000000000001,18930.5574
2001,Russian Federation,69040.976,0.6079,0.6079,3.435487747192383,652723.0,146117284,0.6674,20096.4115
2002,Russian Federation,83807.122,0.5931000000000001,0.5931000000000001,3.985144853591919,689039.4,145939500,0.643,21029.8787
2003,Russian Federation,93026.7838,0.5963,0.5963,4.179957389831543,742352.1000000001,145794229,0.6671,22255.4371
2004,Russian Federation,98895.8715,0.5892000000000001,0.5892000000000001,4.073655605316162,800255.7000000001,145180097,0.6702,24276.935
2005,Russian Federation,106390.3493,0.5826,0.5826,4.128988265991211,852701.1000000001,144597884,0.6571,25766.6873
2006,Russian Federation,136394.0084,0.597,0.597,4.90241527557373,925905.6,144102948,0.6383,27821.7982
2007,Russian Federation,165791.7972,0.5982000000000001,0.5982000000000001,5.46217679977417,1007892.6,143859764,0.6386000000000001,30352.6972
2008,Russian Federation,164035.3377,0.6121,0.6121,5.142104625701904,1061794.4,143811840,0.6644,31900.4292
2009,Russian Federation,159944.0973,0.5863,0.5863,5.574643135070801,979050.9,143869132,0.6288,28691.3614
2010,Russian Federation,153673.4355,0.5491,0.5491,5.147968292236328,1022052.8,143934465,0.6599,29851.2783
2011,Russian Federation,129231.5205,0.5649000000000001,0.5649000000000001,4.317905426025391,1057957.6,144043748,0.6831,29929.2137
2012,Russian Federation,131030.6386,0.5468000000000001,0.5468000000000001,4.228466033935547,1105049.1,144291029,0.6793,30987.747
2013,Russian Federation,136626.4945,0.5609000000000001,0.5609000000000001,4.362656116485596,1127792.6,144604098,0.6785,31317.2745
2014,Russian Federation,137289.5992,0.5439,0.5439,4.494563102722168,1118637.0,144925638,0.6863,30545.7043
2015,Russian Federation,133858.6655,0.5407000000000001,0.5407000000000001,4.533139705657959,1072081.5,145307616,0.7139,29528.9063
2016,Russian Federation,126303.1809,0.5433,0.5433,4.462017059326172,1033144.7,145778677,0.7157,28306.2986
2017,Russian Federation,123410.988,0.5397000000000001,0.5397000000000001,4.281611919403076,1050190.3,146186799,0.7169,28823.4888
2018,Russian Federation,123751.5706,0.5465,0.5465,4.111283779144287,1077867.6,146430146,0.7229,30100.4717
2019,Russian Federation,129434.0921,0.5475,0.5475,4.253844261169434,1100786.4,146533067,0.7231000000000001,30427.5573
2020,Russian Federation,136197.6691,0.5820000000000001,0.5820000000000001,4.573562622070313,1072760.1,146371299,0.7531,29779.3385
2021,Russian Federation,133898.844,0.5820000000000001,0.5820000000000001,4.222164154052734,1137145.3,145836175,0.7584000000000001,31713.3212
2022,Russian Federation,136445.6338,0.5820000000000001,0.5820000000000001,4.377748012542725,1115569.3,145579899,0.7532,31167.9946
2023,Russian Federation,139233.6348,0.5820000000000001,0.5820000000000001,4.310150623321533,1156672.0,145440500,0.7545000000000001,32303.6569
1995,Saudi Arabia,541440.3123,0.6365000000000001,0.6365000000000001,6.324934005737305,133646.9,13289245,0.672,85604.1002
1996,Saudi Arabia,532781.8434,0.6365000000000001,0.6365000000000001,6.359265327453613,131798.6,13831009,0.6725,83780.41
1997,Saudi Arabia,492223.0558,0.6365000000000001,0.6365000000000001,6.075514793395996,128211.0,14374943,0.6738000000000001,81017.5138
1998,Saudi Arabia,460109.2408,0.6365000000000001,0.6365000000000001,5.899092674255371,127082.7,14922185,0.6776,77996.6004
1999,Saudi Arabia,437119.472,0.6365000000000001,0.6365000000000001,6.057075500488281,117953.6,15472075,0.672,72166.7687
2000,Saudi Arabia,450959.3691,0.6365000000000001,0.6365000000000001,6.240958213806152,119154.8,16177722,0.6729,72258.0283
2001,Saudi Arabia,447081.7757,0.6365000000000001,0.6365000000000001,6.706212997436523,111746.3,17041397,0.6731,66666.802
2002,Saudi Arabia,388911.2223,0.6365000000000001,0.6365000000000001,6.311628818511963,103323.9,17910910,0.6732,61618.1863
2003,Saudi Arabia,415753.8506,0.6365000000000001,0.6365000000000001,6.478899955749512,109581.1,18786767,0.6724,64170.452
2004,Saudi Arabia,428283.0556,0.6365000000000001,0.6365000000000001,6.438582897186279,112992.9,19669480,0.6724,66518.228
2005,Saudi Arabia,431509.5162,0.6365000000000001,0.6365000000000001,6.478424072265625,114124.7,20559890,0.6722,66607.1677
2006,Saudi Arabia,414958.1354,0.6365000000000001,0.6365000000000001,6.413691520690918,112391.3,21459144,0.6736000000000001,64698.8022
2007,Saudi Arabia,394691.2791,0.6365000000000001,0.6365000000000001,6.407046318054199,109814.8,22368313,0.6727000000000001,61602.6978
2008,Saudi Arabia,392876.6637,0.6365000000000001,0.6365000000000001,6.386108875274658,112070.7,23287877,0.6775,61520.513
2009,Saudi Arabia,368377.8198,0.6365000000000001,0.6365000000000001,6.584443092346191,105548.8,24217654,0.673,55946.6857
2010,Saudi Arabia,360298.1925,0.6365000000000001,0.6365000000000001,6.514522552490234,106727.6,25157128,0.6723,55306.9135
2011,Saudi Arabia,390171.3207,0.6365000000000001,0.6365000000000001,6.673826217651367,114156.9,26105645,0.6724,58462.9252
2012,Saudi Arabia,386845.1398,0.6365000000000001,0.6365000000000001,6.654550552368164,116097.6,27062443,0.6721,58132.412
2013,Saudi Arabia,379650.1333,0.6365000000000001,0.6365000000000001,6.761843204498291,115298.0,28026825,0.6719,56145.9557
2014,Saudi Arabia,378912.4148,0.6365000000000001,0.6365000000000001,6.828341007232666,115924.3,28998128,0.6719,55491.1384
2015,Saudi Arabia,367836.2668,0.6365000000000001,0.6365000000000001,6.886054992675781,117406.4,29974938,0.6726000000000001,53417.5505
2016,Saudi Arabia,361606.2236,0.6365000000000001,0.6365000000000001,6.770810127258301,117274.4,30717808,0.6721,53406.6335
2017,Saudi Arabia,367760.9734,0.6365000000000001,0.6365000000000001,6.882996559143066,116946.7,30782402,0.6718000000000001,53430.3439
2018,Saudi Arabia,380133.0414,0.6365000000000001,0.6365000000000001,6.703695297241211,121828.6,30365121,0.6725,56705.0101
2019,Saudi Arabia,385312.6614,0.6365000000000001,0.6365000000000001,6.858752250671387,122408.3,30472811,0.672,56178.2291
2020,Saudi Arabia,377091.3174,0.6365000000000001,0.6365000000000001,7.256994247436523,115135.6,30991207,0.6719,51962.4466
2021,Saudi Arabia,382648.0527,0.6365000000000001,0.6365000000000001,7.11891508102417,118363.1,31328375,0.6722,53750.8952
2022,Saudi Arabia,408299.7351,0.6365000000000001,0.6365000000000001,7.219881057739258,125324.7,32175352,0.6722,56552.1375
2023,Saudi Arabia,372443.9709,0.6365000000000001,0.6365000000000001,6.928816795349121,120306.4,33264292,0.6725,53752.9081
1995,Singapore,343698.1744,0.3963,0.3963,6.439808368682861,49909.0,3533624,0.5995,53370.8437
1996,Singapore,356464.2803,0.423,0.423,6.363888263702393,51501.60000000001,3664560,0.5996,56013.5985
1997,Singapore,356923.6266,0.4246,0.4246,5.871128559112549,53942.8,3796622,0.6056,60793.0486
1998,Singapore,318591.831,0.4436,0.4436,5.363011837005615,50998.5,3901418,0.6025,59405.4077
1999,Singapore,350536.3781,0.4734,0.4734,5.351507663726807,53485.7,3966557,0.6032000000000001,65502.3425
2000,Singapore,372430.758,0.4829,0.4829,5.534544467926025,57318.4,4035245,0.6015,67292.0627
2001,Singapore,363065.7174,0.5189,0.5189,5.609925746917725,55195.60000000001,4116166,0.6135,64718.4261
2002,Singapore,362057.9239,0.5142,0.5142,5.406927585601807,56839.9,4146892,0.6119,66961.8697
2003,Singapore,395144.1756,0.5018,0.5018,5.438541412353516,60308.0,4138245,0.6053000000000001,72656.2926
2004,Singapore,439202.7473,0.482,0.482,5.430371761322021,65477.7,4172767,0.607,80878.9365
2005,Singapore,459481.1108,0.4689,0.4689,5.41281795501709,68667.8,4268364,0.6007,84887.6192
2006,Singapore,476573.549,0.4838,0.4838,5.444113254547119,72546.40000000001,4407058,0.603,87539.2841
2007,Singapore,498629.4355,0.4728,0.4728,5.461644172668457,75864.0,4596515,0.6037,91296.5807
2008,Singapore,501205.6672,0.5165000000000001,0.5165000000000001,5.748551845550537,73272.8,4806741,0.6101,87188.1567
2009,Singapore,490118.8135,0.4999,0.4999,6.087793350219727,71186.90000000001,4968568,0.5974,80508.4318
2010,Singapore,565269.3303,0.489,0.489,6.163963794708252,80091.3,5077014,0.595,91705.494
2011,Singapore,641096.7556,0.5032,0.5032,6.453296184539795,83313.6,5182239,0.5972000000000001,99344.0501
2012,Singapore,663582.9223,0.5018,0.5018,6.62751293182373,84900.3,5293340,0.5967,100125.4578
2013,Singapore,720530.6113,0.5045000000000001,0.5045000000000001,6.839247226715088,87561.1,5385588,0.607,105352.3163
2014,Singapore,738499.0947,0.5125000000000001,0.5125000000000001,6.83113956451416,89833.0,5457900,0.6154000000000001,108107.7018
2015,Singapore,740930.9481,0.513,0.513,6.931075572967529,91378.2,5525340,0.6182000000000001,106899.8201
2016,Singapore,746675.0253,0.5134000000000001,0.5134000000000001,6.928644180297852,93776.7,5577930,0.6136,107766.4361
2017,Singapore,731496.3568,0.5137,0.5137,6.710854053497314,97581.3,5604078,0.6187,109001.9996
2018,Singapore,732003.4543,0.5137,0.5137,6.617532730102539,100526.8,5634369,0.6197,110615.7669
2019,Singapore,728027.6438,0.5137,0.5137,6.542112827301025,101232.8,5669563,0.619,111283.2463
2020,Singapore,797262.9747,0.5137,0.5137,7.204768180847168,98138.9,5620150,0.6225,110657.7223
2021,Singapore,800495.6996,0.5137,0.5137,6.755597591400146,108278.9,5546290,0.6355000000000001,118493.6848
2022,Singapore,795729.2254,0.5137,0.5137,6.679367065429688,110170.0,5649885,0.6216,119132.4443
2023,Singapore,800847.0865,0.5137,0.5137,6.851954460144043,108676.7,5789090,0.6212,116878.6199
1995,South Africa,48245.7802,0.5607,0.5607,3.7087082862854,94244.7,44541554,0.862,13008.7863
1996,South Africa,48754.4873,0.5732,0.5732,3.69672417640686,96249.7,45123018,0.8648,13188.5655
1997,South Africa,46778.6518,0.5856,0.5856,3.542378425598145,96702.8,45666838,0.8540000000000001,13205.4324
1998,South Africa,45393.1217,0.5981000000000001,0.5981000000000001,3.513190269470215,95163.3,46223880,0.8452000000000001,12920.7698
1999,South Africa,46896.0959,0.6106,0.6106,3.659371376037598,95433.9,46730335,0.8408,12815.3446
2000,South Africa,48865.8072,0.623,0.623,3.740221500396729,97452.4,47159719,0.8365,13064.9512
2001,South Africa,48572.3944,0.6281,0.6281,3.682470083236694,98159.6,47566800,0.8304,13190.1631
2002,South Africa,47426.7382,0.6333000000000001,0.6333000000000001,3.48558521270752,99767.6,48019415,0.8263,13606.5383
2003,South Africa,46833.7975,0.6387,0.6387,3.388974666595459,100830.6,48500348,0.8247,13819.4637
2004,South Africa,48577.4535,0.6335000000000001,0.6335000000000001,3.389183044433594,103702.5,48991421,0.8172,14333.0922
2005,South Africa,52042.8486,0.6445000000000001,0.6445000000000001,3.494777202606201,107471.4,49490033,0.8313,14891.6105
2006,South Africa,55515.5249,0.6616000000000001,0.6616000000000001,3.637616157531738,111820.1,49998277,0.8517,15261.5167
2007,South Africa,57178.822,0.6883,0.6883,3.697896003723145,116181.3,50528584,0.8835000000000001,15462.5241
2008,South Africa,56268.7703,0.6738000000000001,0.6738000000000001,3.628141641616821,118335.3,51114599,0.9083,15508.9747
2009,South Africa,53375.1794,0.6657000000000001,0.6657000000000001,3.582426071166992,115102.2,51728516,0.8982,14899.1763
2010,South Africa,53360.3325,0.6903,0.6903,3.519612073898315,117247.3,52344051,0.9017,15160.8569
2011,South Africa,53356.2466,0.7023,0.7023,3.477968692779541,119608.3,52995205,0.8989,15341.2053
2012,South Africa,53741.973,0.7372000000000001,0.7372000000000001,3.513330698013306,121097.1,53782567,0.8886000000000001,15296.5911
2013,South Africa,55109.5986,0.7379,0.7379,3.61333703994751,122571.7,54678791,0.8794000000000001,15251.7197
2014,South Africa,55375.5946,0.7386,0.7386,3.65962290763855,122606.1,55594838,0.869,15131.5027
2015,South Africa,56507.9923,0.7386,0.7386,3.743928909301758,122337.9,56723537,0.8692000000000001,15093.2331
2016,South Africa,55590.1085,0.7386,0.7386,3.762804985046387,121351.4,57259551,0.8676,14773.5787
2017,South Africa,55780.6211,0.7386,0.7386,3.805205106735229,121029.4,57635162,0.8556,14659.0269
2018,South Africa,54284.1202,0.7386,0.7386,3.71396279335022,121248.9,58613001,0.8557,14616.2215
2019,South Africa,51592.5468,0.7386,0.7386,3.590521097183228,119575.1,59587885,0.8556,14369.094
2020,South Africa,51491.0698,0.7386,0.7386,3.886005401611328,110635.2,60562381,0.8557,13250.3864
2021,South Africa,50971.6751,0.7386,0.7386,3.689835071563721,114067.6,61502603,0.8554,13814.0831
2022,South Africa,48919.8419,0.7386,0.7386,3.542893648147583,114614.6,62378410,0.8556,13807.8763
2023,South Africa,47002.2923,0.7386,0.7386,3.440245866775513,113783.1,63212384,0.8556,13662.4828
1995,Spain,130297.7722,0.4741,0.4741,4.666415691375732,21507.1,40052738,0.5827,27922.4787
1996,Spain,131342.3612,0.4721,0.4721,4.648595809936523,21989.2,40237372,0.5741,28254.1809
1997,Spain,134031.4697,0.4603,0.4603,4.654949188232422,22705.6,40423826,0.5808,28793.3677
1998,Spain,142111.308,0.461,0.461,4.786191940307617,23608.9,40617440,0.5859,29691.8985
1999,Spain,155538.5363,0.4631,0.4631,5.11564826965332,24567.5,40812857,0.5865,30404.444
2000,Spain,168545.4493,0.4586,0.4586,5.3274827003479,25732.1,41019774,0.5729000000000001,31636.952
2001,Spain,179925.9294,0.4526,0.4526,5.585444927215576,26503.2,41245599,0.5542,32213.3358
2002,Spain,189081.9799,0.4553,0.4553,5.84755277633667,26711.1,41755704,0.5525,32335.2785
2003,Spain,204739.098,0.4575,0.4575,6.273406505584717,27042.3,42506543,0.5496,32636.04
2004,Spain,226809.2394,0.4433,0.4433,6.929942607879639,27404.5,43234566,0.5344,32728.862
2005,Spain,248018.9571,0.4384,0.4384,7.485474109649658,27944.7,43958885,0.5276000000000001,33133.3658
2006,Spain,265125.168,0.4496,0.4496,7.893418788909912,28587.9,44695448,0.5358,33588.1482
2007,Spain,276517.0233,0.4594,0.4594,8.168431282043457,29045.0,45516507,0.5607,33851.9402
2008,Spain,273729.8602,0.4479,0.4479,8.222517967224121,28941.2,46235054,0.5447000000000001,33290.2305
2009,Spain,250352.4753,0.4543,0.4543,7.910367965698242,27703.9,46635180,0.5597,31648.6685
2010,Spain,248585.6719,0.4412,0.4412,7.820245742797852,27641.7,46840471,0.5578000000000001,31787.4466
2011,Spain,245101.4336,0.4411,0.4411,7.686592578887939,27328.1,46998043,0.5613,31886.8662
2012,Spain,228264.9298,0.4408,0.4408,7.339667797088623,26570.8,47018323,0.5678000000000001,31100.1541
2013,Spain,218625.7726,0.4505,0.4505,7.06402587890625,26319.4,46860389,0.5689000000000001,30949.2046
2014,Spain,217826.889,0.4523,0.4523,6.908767700195313,26766.8,46720188,0.5833,31529.0009
2015,Spain,223177.4641,0.4487,0.4487,6.756290912628174,27816.0,46683686,0.5758,33032.5811
2016,Spain,229018.54,0.4513,0.4513,6.707605838775635,28630.9,46732771,0.5747,34143.1466
2017,Spain,231151.3989,0.4406,0.4406,6.60472583770752,29397.5,46868596,0.5750000000000001,34997.8827
2018,Spain,233920.9304,0.4324,0.4324,6.548929691314697,29925.8,47092821,0.5744,35718.9596
2019,Spain,235024.1019,0.4285,0.4285,6.558135509490967,30299.3,47435119,0.5724,35837.0347
2020,Spain,231642.3545,0.4285,0.4285,7.443961620330811,26777.8,47679489,0.5706,31118.127
2021,Spain,230436.5783,0.4285,0.4285,6.898592472076416,28458.9,47735664,0.5727,33403.4142
2022,Spain,231618.4665,0.4285,0.4285,6.542122840881348,30042.8,47828382,0.5712,35404.2065
2023,Spain,227245.1389,0.4285,0.4285,6.298737525939941,30740.6,47911579,0.5721,36077.8486
1995,Sweden,81644.0891,0.3979,0.3979,2.544957637786865,372245.5,8826302,0.6359,32080.7282
1996,Sweden,85604.7504,0.3642,0.3642,2.630652904510498,377825.7,8840327,0.6345000000000001,32541.2568
1997,Sweden,94612.001,0.3757,0.3757,2.830671787261963,389289.3,8845524,0.6346,33423.8703
1998,Sweden,103592.8918,0.378,0.378,2.974971532821655,405768.1,8850609,0.6315000000000001,34821.4699
1999,Sweden,117694.143,0.3833,0.3833,3.243231773376465,422662.8,8857686,0.6407,36289.1579
2000,Sweden,130130.3777,0.3589,0.3589,3.457196474075317,441743.3,8872101,0.6395000000000001,37640.4305
2001,Sweden,132256.6083,0.3499,0.3499,3.463820219039917,446821.9,8896022,0.6339,38182.2945
2002,Sweden,131031.0374,0.353,0.353,3.3494713306427,455020.8,8925047,0.6458,39119.9155
2003,Sweden,138254.5366,0.3662,0.3662,3.378349781036377,463722.0,8958431,0.6462,40923.6899
2004,Sweden,151328.7568,0.3979,0.3979,3.606540441513062,481914.7,8993808,0.6491,41959.5366
2005,Sweden,170096.2802,0.387,0.387,3.893053531646729,493700.1,9029771,0.6399,43692.2502
2006,Sweden,196755.1235,0.3915,0.3915,4.285360813140869,513005.8,9080623,0.6392,45913.319
2007,Sweden,204044.7416,0.3957,0.3957,4.317352771759033,526623.4,9148274,0.6103000000000001,47261.5387
2008,Sweden,199395.4156,0.3892,0.3892,4.304171085357666,520091.7,9219900,0.6047,46326.0938
2009,Sweden,200591.4542,0.3869,0.3869,4.696351051330566,493029.4,9298740,0.6701,42712.2
2010,Sweden,216844.3712,0.4185,0.4185,4.743426322937012,518219.9,9378232,0.6612,45714.7152
2011,Sweden,221741.0352,0.4126,0.4126,4.743147850036621,534778.8,9449259,0.6556000000000001,46749.7649
