Year,Country,PerAdultIncome,WealthInequality,IncomeInequality,WealthToIncomeRatio,GDP,Population,NetPersonalWealth,NationalIncome
1999,Malaysia,77551.0793,0.5584,0.5584,4.349055767059326,28703.4,22435531,0.6184000000000001,17831.7179
2000,Malaysia,82442.4297,0.5538000000000001,0.5538000000000001,4.340014457702637,30522.1,22967816,0.62,18995.8895
2001,Malaysia,82590.0693,0.5497000000000001,0.5497000000000001,4.418830871582031,29951.5,23526538,0.6086,18690.4702
2002,Malaysia,85657.0612,0.5459,0.5459,4.410358428955078,30811.8,24102477,0.6112000000000001,19421.7729
2003,Malaysia,88143.1389,0.547,0.547,4.413881301879883,31833.2,24679602,0.6094,19969.5176
2004,Malaysia,88789.8058,0.5481,0.5481,4.333817481994629,33215.8,25256772,0.6175,20487.6533
2005,Malaysia,91879.7368,0.5518000000000001,0.5518000000000001,4.32530403137207,34202.4,25836071,0.6242,21242.3909
2006,Malaysia,94487.4505,0.5555,0.5555,4.29915714263916,35317.2,26417909,0.6267,21978.1102
2007,Malaysia,97118.9596,0.5592,0.5592,4.268210411071777,36734.6,26998389,0.6316,22754.0293
2008,Malaysia,101541.8832,0.5518000000000001,0.5518000000000001,4.310571670532227,37711.0,27570059,0.6271,23556.4929
2009,Malaysia,100144.3095,0.5445,0.5445,4.481515407562256,36407.7,28124778,0.6252,22346.0825
2010,Malaysia,101659.0124,0.5363,0.5363,4.446083068847656,38386.1,28655776,0.6256,22864.8491
2011,Malaysia,106387.9863,0.5281,0.5281,4.487556934356689,39716.60000000001,29162039,0.6225,23707.3322
2012,Malaysia,110780.715,0.5199,0.5199,4.619081974029541,41183.3,29662831,0.6231,23983.2777
2013,Malaysia,116327.8809,0.5043,0.5043,4.726553916931152,42385.5,30174265,0.6204000000000001,24611.5572
2014,Malaysia,123763.4455,0.4887,0.4887,4.856118202209473,44167.60000000001,30696137,0.6192000000000001,25486.083
2015,Malaysia,131239.3452,0.4887,0.4887,4.955490112304688,45618.8,31232798,0.6248,26483.6417
2016,Malaysia,131638.6841,0.4887,0.4887,4.919680595397949,46814.10000000001,31789685,0.6174000000000001,26757.5591
2017,Malaysia,136968.1311,0.4887,0.4887,4.970468997955322,48668.8,32355644,0.6211,27556.3723
2018,Malaysia,139888.0693,0.4887,0.4887,4.941376209259033,50164.9,32910967,0.6228,28309.5325
2019,Malaysia,145509.5957,0.4887,0.4887,4.9297194480896,51549.2,33440596,0.6244000000000001,29516.7882
2020,Malaysia,145867.6533,0.4887,0.4887,5.388866424560547,48051.10000000001,33889558,0.6119,27068.3414
2021,Malaysia,138937.8309,0.4887,0.4887,5.113413333892822,48969.3,34282399,0.6227,27171.2745
2022,Malaysia,144296.7517,0.4887,0.4887,4.975442886352539,52593.10000000001,34695493,0.6144000000000001,29001.8072
2023,Malaysia,149741.3901,0.4887,0.4887,4.955996990203857,53859.7,35126298,0.6103000000000001,30214.2005
1995,Mexico,63327.9491,0.6976,0.6976,3.447731018066406,183552.8,90862455,0.661,18368.0079
1996,Mexico,68279.0772,0.6976,0.6976,3.547490835189819,192147.7,92452702,0.6608,19247.1501
1997,Mexico,74577.4868,0.6976,0.6976,3.642792701721191,203166.0,94021207,0.6608,20472.6131
1998,Mexico,78743.8732,0.6976,0.6976,3.720932006835938,212926.6,95575245,0.661,21162.4042
1999,Mexico,84420.9296,0.6976,0.6976,3.963544845581055,216114.1,97115707,0.6609,21299.3537
2000,Mexico,89177.502,0.6976,0.6976,3.97881007194519,224306.4,98625552,0.6609,22413.1122
2001,Mexico,88145.0721,0.6976,0.6976,4.025548934936523,220613.4,100099099,0.661,21896.4144
2002,Mexico,84706.5792,0.6976,0.6976,4.02374267578125,217334.3,101548624,0.6609,21051.6857
2003,Mexico,85205.745,0.7126,0.7126,4.069919109344482,217176.7,102978515,0.6878000000000001,20935.4875
2004,Mexico,86448.4784,0.7276,0.7276,4.072465419769287,222305.2,104394131,0.7010000000000001,21227.5557
2005,Mexico,87613.6458,0.7244,0.7244,4.139860153198242,224461.9,105811504,0.6994,21163.4304
2006,Mexico,87945.3656,0.7212000000000001,0.7212000000000001,4.020395278930664,232517.8,107253666,0.6977,21874.8046
2007,Mexico,87980.8387,0.7385,0.7385,4.031326770782471,234369.1,108774360,0.7068,21824.2877
2008,Mexico,91769.8175,0.7558,0.7558,4.26257848739624,233366.6,110374288,0.7114,21529.1813
2009,Mexico,91952.5018,0.7493000000000001,0.7493000000000001,4.683932781219482,215665.5,111999721,0.7090000000000001,19631.4725
2010,Mexico,89320.2061,0.7427,0.7427,4.37791919708252,223607.1,113623895,0.7076,20402.4314
2011,Mexico,94808.401,0.7488,0.7488,4.59459924697876,228454.5,115243504,0.7128,20634.7472
2012,Mexico,98322.8168,0.7548,0.7548,4.734368324279785,233801.2,116818208,0.7138,20767.8872
2013,Mexico,96406.0737,0.7526,0.7526,4.727433204650879,233121.8,118343573,0.7145,20392.9008
2014,Mexico,90363.0854,0.7504000000000001,0.7504000000000001,4.373215675354004,236084.7,119784261,0.7143,20662.8494
2015,Mexico,81962.2906,0.7459,0.7459,3.974222183227539,239885.3,121072306,0.7160000000000001,20623.4795
2016,Mexico,74671.1093,0.7414000000000001,0.7414000000000001,3.650346994400024,241782.2,122251351,0.7126,20455.8926
2017,Mexico,75294.2802,0.7487,0.7487,3.689411878585815,244015.3,123400057,0.7159,20408.2061
2018,Mexico,77348.563,0.7561,0.7561,3.812896490097046,246483.1,124573711,0.7210000000000001,20286.0387
2019,Mexico,77292.7074,0.7481,0.7481,3.953032732009888,243538.3,125762982,0.7166,19552.7663
2020,Mexico,76631.8971,0.7402000000000001,0.7402000000000001,4.445821762084961,220715.8,126799054,0.7123,17236.8314
2021,Mexico,82532.9794,0.7246,0.7246,4.528779983520508,231830.9,127648148,0.7106,18224.11
2022,Mexico,87145.7948,0.7090000000000001,0.7090000000000001,4.584741115570068,239177.8,128613117,0.7048,19007.7919
2023,Mexico,90189.0598,0.7090000000000001,0.7090000000000001,4.621831893920898,244756.8,129739759,0.7016,19513.705
1995,Netherlands,169951.0629,0.3801,0.3801,4.318789958953857,38950.1,15565032,0.5926,39351.5315
1996,Netherlands,179411.9365,0.3581,0.3581,4.429716110229492,40131.3,15640027,0.5783,40501.9149
1997,Netherlands,188916.1485,0.3584,0.3584,4.512600898742676,41671.7,15723622,0.5823,41864.1853
1998,Netherlands,200945.2061,0.3566,0.3566,4.661501407623291,43372.7,15827107,0.5795,43107.3861
1999,Netherlands,215595.3973,0.354,0.354,4.716899871826172,45249.60000000001,15940184,0.5670000000000001,45706.9838
2000,Netherlands,237600.1399,0.3529,0.3529,5.149898529052734,46839.8,16058760,0.5511,46136.8982
2001,Netherlands,250551.4087,0.3694,0.3694,5.28389310836792,47560.60000000001,16182705,0.538,47417.92
2002,Netherlands,250482.0849,0.3909,0.3909,5.230451583862305,47314.10000000001,16288051,0.522,47889.215
2003,Netherlands,250084.0292,0.3755,0.3755,5.178884506225586,47132.3,16366912,0.5172,48289.1394
2004,Netherlands,255029.4232,0.3778,0.3778,5.348372936248779,47874.3,16425566,0.5219,47683.5574
2005,Netherlands,262626.2965,0.3894,0.3894,5.539586067199707,48713.8,16465710,0.5155000000000001,47409.0209
2006,Netherlands,273137.2609,0.3888,0.3888,5.440540313720703,50311.3,16493852,0.5188,50204.0424
2007,Netherlands,270037.8021,0.4032,0.4032,5.214154720306396,52133.60000000001,16531357,0.5119,51789.4126
2008,Netherlands,276954.1631,0.374,0.374,5.356729507446289,53111.10000000001,16597258,0.5013000000000001,51702.1127
2009,Netherlands,281166.3623,0.3771,0.3771,5.704622745513916,50914.10000000001,16684150,0.5085000000000001,49287.4377
2010,Netherlands,274427.2708,0.3897,0.3897,5.38250207901001,51320.0,16771235,0.5081,50985.1142
2011,Netherlands,281668.1811,0.3893,0.3893,5.373137950897217,51863.3,16851057,0.4950000000000001,52421.5139
2012,Netherlands,290716.4936,0.3891,0.3891,5.596052169799805,51100.10000000001,16915194,0.5003000000000001,51950.3079
2013,Netherlands,279960.8046,0.3889,0.3889,5.413547039031982,50883.9,16967063,0.519,51714.8383
2014,Netherlands,289556.5881,0.3989,0.3989,5.706511497497559,51455.7,17030089,0.5011,50741.4575
2015,Netherlands,301743.4263,0.3954,0.3954,5.994707584381104,52226.60000000001,17107433,0.4952,50334.9478
2016,Netherlands,306694.6937,0.3934,0.3934,5.981269359588623,53069.7,17204693,0.4828,51275.847
2017,Netherlands,308664.5039,0.4013,0.4013,5.914230346679688,54265.4,17315370,0.5022,52190.1379
2018,Netherlands,312456.1328,0.3946,0.3946,5.82554292678833,55208.8,17421280,0.4668,53635.5257
2019,Netherlands,325195.3366,0.3902,0.3902,6.195548534393311,55915.5,17537507,0.4541,52488.5239
2020,Netherlands,349266.3554,0.3888,0.3888,7.090512752532959,53440.2,17636731,0.4534,49258.2487
2021,Netherlands,365653.646,0.3888,0.3888,6.625925064086914,56448.8,17730564,0.4547,55185.2996
2022,Netherlands,357165.7083,0.3888,0.3888,6.43580150604248,58320.5,17904421,0.4539,55496.6782
2023,Netherlands,335803.0339,0.3888,0.3888,6.186187744140625,57767.7,18092524,0.4543,54282.7554
1995,New Zealand,150095.5144,0.5447000000000001,0.5447000000000001,5.755828857421875,49789.0,3674428,0.5841000000000001,26077.1424
1996,New Zealand,152044.2501,0.5337000000000001,0.5337000000000001,5.802495956420898,50840.2,3729378,0.5823,26203.2651
1997,New Zealand,161846.795,0.5434,0.5434,5.924897193908691,51743.8,3776950,0.5838,27316.4092
1998,New Zealand,169058.1623,0.5571,0.5571,6.11281681060791,52065.10000000001,3811371,0.5863,27656.3583
1999,New Zealand,171144.6198,0.5253,0.5253,6.051772117614746,53899.9,3835555,0.5873,28280.0949
2000,New Zealand,175319.4603,0.4929,0.4929,6.070793151855469,55191.10000000001,3857574,0.5832,28879.1663
2001,New Zealand,175126.3105,0.5025000000000001,0.5025000000000001,5.857419013977051,56597.2,3891762,0.5848,29898.1883
2002,New Zealand,179994.3445,0.4798,0.4798,5.776512622833252,58386.9,3951119,0.5831000000000001,31159.6905
2003,New Zealand,194802.9661,0.4828,0.4828,6.047566890716553,60042.7,4022586,0.5831000000000001,32211.8134
2004,New Zealand,209493.3964,0.4968,0.4968,6.452070236206055,61257.60000000001,4083910,0.5881000000000001,32469.1935
2005,New Zealand,228203.2488,0.4571,0.4571,6.986081123352051,62506.4,4135007,0.5826,32665.415
2006,New Zealand,254596.3169,0.415,0.415,7.808973789215088,63480.8,4181940,0.5752,32603.0184
2007,New Zealand,263975.0601,0.4221,0.4221,7.89946460723877,65070.10000000001,4223266,0.5771000000000001,33416.8331
2008,New Zealand,253920.224,0.4398,0.4398,7.897324562072754,64235.10000000001,4261824,0.5827,32152.6718
2009,New Zealand,250482.3142,0.471,0.471,7.533809661865234,64317.3,4304304,0.5852,33247.7526
2010,New Zealand,244329.6716,0.5107,0.5107,7.259063243865967,64433.9,4347770,0.5905,33658.5797
2011,New Zealand,239813.094,0.4753,0.4753,7.015915870666504,65341.9,4382700,0.5879,34181.3173
2012,New Zealand,244902.1981,0.4422,0.4422,7.002439975738525,66602.6,4411676,0.5812,34973.8594
2013,New Zealand,243636.9824,0.4297,0.4297,6.84617805480957,67442.8,4453851,0.5785,35587.2807
2014,New Zealand,252070.6076,0.4273,0.4273,7.106082439422607,68580.90000000001,4522983,0.5780000000000001,35472.5278
2015,New Zealand,267202.6737,0.425,0.425,7.371685028076172,69961.8,4614029,0.5781000000000001,36247.1441
2016,New Zealand,278238.7088,0.4226,0.4226,7.500983238220215,71172.0,4714770,0.5769000000000001,37093.647
2017,New Zealand,284312.5419,0.4183,0.4183,7.586289882659912,72686.7,4812752,0.5779000000000001,37477.1499
2018,New Zealand,294010.3284,0.4046,0.4046,7.719775199890137,74240.90000000001,4900847,0.5769000000000001,38085.3447
2019,New Zealand,301747.2758,0.4327,0.4327,7.760573387145996,75010.1,4989403,0.5787,38882.1047
2020,New Zealand,316708.1982,0.4732,0.4732,8.177629470825195,74273.3,5069895,0.5825,38728.6118
2021,New Zealand,339122.2347,0.4915,0.4915,8.622966766357422,76226.8,5107697,0.5847,39327.7749
2022,New Zealand,359298.5673,0.454,0.454,8.969640731811523,78323.0,5131734,0.5793,40057.1869
2023,New Zealand,353222.7628,0.454,0.454,8.903918266296387,78192.5,5172836,0.5793,39670.4747
1995,Nigeria,24808.8335,0.5884,0.5884,4.973476409912109,593920.3,110819428,0.6027,4988.2282
1996,Nigeria,25629.0543,0.5858,0.5858,5.055946350097656,602871.8,113754779,0.6026,5069.0913
1997,Nigeria,25554.5663,0.5832,0.5832,5.023176670074463,604632.7000000001,116754792,0.6022000000000001,5087.3318
1998,Nigeria,25467.7684,0.5807,0.5807,4.985322952270508,604241.1,119846254,0.602,5108.5493
1999,Nigeria,22466.062,0.5781000000000001,0.5781000000000001,4.665543556213379,591959.7000000001,123047320,0.6018,4815.3147
2000,Nigeria,22382.6853,0.5755,0.5755,4.560629367828369,605246.7000000001,126382494,0.6017,4907.8066
2001,Nigeria,22711.9905,0.5729000000000001,0.5729000000000001,4.473201751708984,623883.1,129862595,0.6016,5077.3453
2002,Nigeria,24071.1627,0.5704,0.5704,4.171235084533691,700062.6000000001,133471989,0.6009,5770.7518
2003,Nigeria,24050.1376,0.5678000000000001,0.5678000000000001,4.00440788269043,731062.9,137202644,0.6008,6005.9164
2004,Nigeria,24930.7766,0.5619000000000001,0.5619000000000001,3.968755483627319,776866.8,141057045,0.5994,6281.7615
2005,Nigeria,26791.0958,0.556,0.556,4.065821647644043,804303.4,145017253,0.5971000000000001,6589.3433
2006,Nigeria,28381.3263,0.55,0.55,4.150038719177246,829807.3,149077334,0.5954,6838.8099
2007,Nigeria,28751.1314,0.5441,0.5441,4.194376945495605,860322.0,153267261,0.5944,6854.6845
2008,Nigeria,29288.7462,0.5382,0.5382,4.092905521392822,893294.3,157595014,0.5932000000000001,7155.9791
2009,Nigeria,29535.2936,0.5323,0.5323,3.949761867523193,938559.4,162049464,0.5919,7477.7403
2010,Nigeria,29969.7566,0.5263,0.5263,3.804598569869995,985755.4,166642886,0.5902000000000001,7877.2454
2011,Nigeria,29133.5427,0.5256000000000001,0.5256000000000001,3.630538940429688,1009386.6,171379598,0.5920000000000001,8024.578
2012,Nigeria,29745.3027,0.525,0.525,3.640036106109619,1023298.4,176200625,0.5914,8171.7053
2013,Nigeria,30530.9548,0.5261,0.5261,3.579737901687622,1062332.6,181049443,0.5926,8528.824
2014,Nigeria,31177.2493,0.5272,0.5272,3.472707509994507,1099913.1,185896915,0.5952000000000001,8977.7934
2015,Nigeria,30798.9003,0.5283,0.5283,3.400484323501587,1100815.9,190671878,0.5932000000000001,9057.2094
2016,Nigeria,29335.032,0.5274,0.5274,3.309880971908569,1056574.5,195443700,0.5968,8862.866
2017,Nigeria,29136.4175,0.5265000000000001,0.5265000000000001,3.362427949905396,1039499.4,200254579,0.5951000000000001,8665.2917
2018,Nigeria,28374.3912,0.5256000000000001,0.5256000000000001,3.302111148834229,1035270.3,204938755,0.5957,8592.8036
2019,Nigeria,28183.2098,0.5256000000000001,0.5256000000000001,3.242964029312134,1035169.5,209485641,0.5953,8690.5707
2020,Nigeria,30094.121,0.5256000000000001,0.5256000000000001,3.583817481994629,995168.4,213996181,0.5943,8397.2244
2021,Nigeria,29940.242,0.5256000000000001,0.5256000000000001,3.570924758911133,1010068.1,218529286,0.597,8384.4505
2022,Nigeria,27863.6117,0.5256000000000001,0.5256000000000001,3.331398010253906,1021311.2,223150896,0.5976,8363.9395
2023,Nigeria,27728.8265,0.5256000000000001,0.5256000000000001,3.327289819717407,1028712.8,227882945,0.6044,8333.7572
1995,Norway,188052.9711,0.3253,0.3253,3.566083669662476,668954.4,4358993,0.509,52733.7509
1996,Norway,197039.8982,0.3449,0.3449,3.549777507781982,699039.3,4381135,0.5094000000000001,55507.6776
1997,Norway,208633.296,0.3596,0.3596,3.555302143096924,731994.6000000001,4404986,0.5103,58682.3001
1998,Norway,227373.5645,0.334,0.334,3.788082361221313,747065.2000000001,4431313,0.5091,60023.4004
1999,Norway,225631.6383,0.3418,0.3418,3.675694465637207,757335.6000000001,4461787,0.5096,61384.7615
2000,Norway,216627.7827,0.3747,0.3747,3.381726026535034,777405.6000000001,4490867,0.5119,64058.3461
2001,Norway,236554.2438,0.3466,0.3466,3.588431119918823,789468.7000000001,4513657,0.5102,65921.3521
2002,Norway,251064.4556,0.3532,0.3532,3.729031085968018,796048.8,4538014,0.5103,67326.9932
2003,Norway,254601.9776,0.3633,0.3633,3.750779628753662,798878.1000000001,4564669,0.5108,67879.7488
2004,Norway,266738.2718,0.3747,0.3747,3.798808813095093,826049.3,4591743,0.5115000000000001,70216.2893
2005,Norway,280068.4783,0.3913,0.3913,3.842978239059448,842472.2000000001,4623124,0.5138,72877.9763
2006,Norway,297469.0054,0.3919,0.3919,4.068161964416504,856288.2000000001,4660494,0.5134000000000001,73121.2273
2007,Norway,316720.0192,0.3888,0.3888,4.269378662109375,872162.6000000001,4709010,0.5137,74184.0994
2008,Norway,297212.7798,0.3913,0.3913,4.03727912902832,865504.4,4768101,0.5151,73617.1041
2009,Norway,327856.3412,0.3598,0.3598,4.564188957214355,838072.4,4828623,0.5106,71832.329
2010,Norway,332169.1248,0.3792,0.3792,4.556649684906006,834209.5,4889162,0.5121,72897.6732
2011,Norway,328712.5227,0.3876,0.3876,4.538234233856201,832567.6000000001,4952968,0.505,72431.8078
2012,Norway,340663.1386,0.3905,0.3905,4.647528171539307,844035.8,5018458,0.4879,73299.858
2013,Norway,365077.5012,0.3847,0.3847,4.96284008026123,842263.1000000001,5080124,0.4908,73562.2203
2014,Norway,411311.1183,0.3863,0.3863,5.427956581115723,849933.4,5137395,0.4844,75776.4161
2015,Norway,464536.4381,0.3699,0.3699,6.053866386413574,856981.0,5189771,0.4906,76733.8431
2016,Norway,500456.3034,0.3716,0.3716,6.546138286590576,859310.8,5235983,0.4918,76450.6129
2017,Norway,506673.8649,0.3769,0.3769,6.527373313903809,873672.1000000001,5276802,0.5007,77622.9346
2018,Norway,493880.8372,0.3849,0.3849,6.399930000305176,875117.2000000001,5311752,0.5114000000000001,77169.7258
2019,Norway,522340.8649,0.376,0.376,6.692441940307617,878998.3,5347730,0.5298,78049.37
2020,Norway,579977.5972,0.4011,0.4011,7.732592582702637,862675.0,5379274,0.5246000000000001,75004.2915
2021,Norway,557317.5211,0.4011,0.4011,7.142709732055664,891528.7000000001,5408091,0.5279,78026.0663
2022,Norway,503814.2405,0.4011,0.4011,6.379626274108887,912528.3,5456801,0.5295,78972.3763
2023,Norway,611299.0201,0.4011,0.4011,7.700995922088623,906853.9,5519167,0.526,79379.2161
1995,Pakistan,19095.4636,0.4913,0.4913,3.861353397369385,213075.4,134582253,0.5903,4945.2776
1996,Pakistan,19975.0555,0.4871,0.4871,4.052095890045166,212799.3,138557092,0.5900000000000001,4929.5612
1997,Pakistan,19300.7432,0.5083,0.5083,3.977567911148071,210589.4,142531804,0.5947,4852.3982
1998,Pakistan,19926.2417,0.5282,0.5282,4.106697559356689,211241.2,146522356,0.6002000000000001,4852.1326
1999,Pakistan,19688.0189,0.5231,0.5231,3.986360311508179,213671.3,150565377,0.5977,4938.8462
2000,Pakistan,19069.9358,0.5164,0.5164,3.884371995925903,214173.7,154879127,0.5954,4909.4003
2001,Pakistan,18121.7095,0.5088,0.5088,3.713124990463257,213664.4,159270907,0.5938,4880.4464
2002,Pakistan,17908.0779,0.5179,0.5179,3.634787321090698,217001.5,163222549,0.5951000000000001,4926.8571
2003,Pakistan,18875.0828,0.5278,0.5278,3.691138982772827,225143.3,167110248,0.5966,5113.6201
2004,Pakistan,20616.0167,0.5324,0.5324,3.852204322814941,236162.7,171286000,0.5975,5351.7457
2005,Pakistan,21513.6047,0.5428000000000001,0.5428000000000001,3.869409084320068,246508.8,175453212,0.6035,5559.9204
2006,Pakistan,23461.8123,0.5292,0.5292,4.137982368469238,255338.8,179682690,0.5984,5669.8677
2007,Pakistan,24197.3636,0.5166000000000001,0.5166000000000001,4.228004932403564,259706.2,184493231,0.5947,5723.1165
2008,Pakistan,26070.3073,0.5042,0.5042,4.552882671356201,261926.8,189499113,0.5928,5726.1099
2009,Pakistan,26004.4814,0.498,0.498,4.465630531311035,263792.4,194376534,0.5918,5823.2489
2010,Pakistan,25667.5595,0.5,0.5,4.365016937255859,266379.6,199239047,0.5918,5880.2889
2011,Pakistan,26066.3003,0.4992,0.4992,4.319675445556641,271558.3,203746065,0.5925,6034.3198
2012,Pakistan,27861.7443,0.496,0.496,4.4955153465271,280352.4,207667125,0.5915,6197.6759
2013,Pakistan,30916.0014,0.4924,0.4924,4.806301116943359,291808.2,211073978,0.5900000000000001,6432.3896
2014,Pakistan,31168.8251,0.5001,0.5001,4.645840644836426,304429.4,214264647,0.5925,6708.9746
2015,Pakistan,32852.8979,0.5056,0.5056,4.687877655029297,319209.5,217290883,0.5947,7008.0537
2016,Pakistan,34138.211,0.5012,0.5012,4.685249328613281,332746.3,220138869,0.5936,7286.3162
2017,Pakistan,37275.113,0.4979,0.4979,4.937500476837158,345544.1,223273967,0.5925,7549.3887
2018,Pakistan,39888.6121,0.4945000000000001,0.4945000000000001,5.180756568908691,354485.5,226928892,0.5917,7699.3793
2019,Pakistan,36277.8371,0.4945000000000001,0.4945000000000001,4.787870407104492,350296.9,230800899,0.5918,7577.0302
2020,Pakistan,40567.2005,0.4945000000000001,0.4945000000000001,5.323888778686523,353562.8,235001746,0.5917,7619.8429
2021,Pakistan,41353.223,0.4945000000000001,0.4945000000000001,5.197507381439209,369039.0,239477801,0.5917,7956.357
2022,Pakistan,45162.6969,0.4945000000000001,0.4945000000000001,5.5718994140625,379709.6,243700667,0.5917,8105.4407
2023,Pakistan,42862.8563,0.4945000000000001,0.4945000000000001,5.434361934661865,373254.8,247504495,0.5917,7887.3764
1995,Peru,36591.7396,0.6833,0.6833,3.94088339805603,14121.3,24348919,0.6649,9285.1547
1996,Peru,37640.2288,0.6833,0.6833,4.022985935211182,14246.1,24811171,0.665,9356.2873
1997,Peru,39015.1405,0.6833,0.6833,4.036204814910889,14890.9,25274147,0.665,9666.3123
1998,Peru,38545.9941,0.6833,0.6833,4.080989837646484,14565.2,25738095,0.6649,9445.2699
1999,Peru,38649.9218,0.6833,0.6833,4.149924278259277,14529.8,26186504,0.665,9313.4013
2000,Peru,39132.9431,0.6833,0.6833,4.231167316436768,14690.3,26598331,0.665,9248.7284
2001,Peru,38289.0987,0.7429,0.7429,4.196795463562012,14580.3,26964601,0.7084,9123.4341
2002,Peru,38726.6349,0.7324,0.7324,4.14325475692749,15193.1,27288217,0.7075,9346.9227
2003,Peru,38686.2717,0.7664000000000001,0.7664000000000001,4.119735240936279,15658.2,27580490,0.7139,9390.4585
2004,Peru,39147.6971,0.7163,0.7163,4.16145133972168,16274.2,27852190,0.7018,9407.2383
2005,Peru,40425.1025,0.7099000000000001,0.7099000000000001,4.184834003448486,17143.8,28101180,0.6952,9659.8909
2006,Peru,42156.4034,0.7162000000000001,0.7162000000000001,4.234757423400879,18289.2,28324491,0.7028,9954.8561
2007,Peru,44656.1733,0.7145,0.7145,4.194478511810303,19703.7,28530699,0.7030000000000001,10646.4209
2008,Peru,48184.0597,0.6989000000000001,0.6989000000000001,4.161816120147705,21361.0,28719041,0.6931,11577.6425
2009,Peru,48742.7621,0.6852,0.6852,4.261322975158691,21462.2,28896811,0.6849000000000001,11438.3969
2010,Peru,50726.0276,0.6847000000000001,0.6847000000000001,4.191478729248047,23099.3,29086019,0.6858000000000001,12102.1737
2011,Peru,52468.91,0.6838000000000001,0.6838000000000001,4.163844585418701,24378.0,29304086,0.6841,12601.0575
2012,Peru,56564.7105,0.6767000000000001,0.6767000000000001,4.24340295791626,25659.1,29550366,0.6781,13330.0424
2013,Peru,59794.612,0.6801,0.6801,4.264469623565674,26917.1,29817919,0.6892,14021.569
2014,Peru,62297.9749,0.6723,0.6723,4.373085021972656,27285.7,30115826,0.6696000000000001,14245.7838
2015,Peru,64990.4259,0.682,0.682,4.458797931671143,27857.0,30457600,0.6861,14575.7611
2016,Peru,65813.286,0.684,0.684,4.458720207214355,28574.6,30866494,0.6874,14760.5683
2017,Peru,65014.5063,0.7104,0.7104,4.43032169342041,28865.9,31324637,0.7035,14674.911
2018,Peru,67120.1993,0.6941,0.6941,4.491716861724854,29472.6,31897584,0.6945,14943.1203
2019,Peru,68068.239,0.6698000000000001,0.6698000000000001,4.50639533996582,29620.7,32449303,0.6717000000000001,15104.8026
2020,Peru,59750.0825,0.7498,0.7498,4.530064582824707,26088.0,32838579,0.7090000000000001,13189.6883
2021,Peru,61210.1928,0.7006,0.7006,4.336278915405273,29305.3,33155882,0.6978000000000001,14115.8264
2022,Peru,63733.3168,0.6875,0.6875,4.4123854637146,29804.5,33475438,0.6910000000000001,14444.1983
2023,Peru,62139.121,0.6875,0.6875,4.413125991821289,29316.0,33845617,0.6910000000000001,14080.5085
1995,Philippines,26261.5405,0.6117,0.6117,3.993765830993652,95591.5,70546246,0.6424000000000001,6575.6345
1996,Philippines,27466.3604,0.6236,0.6236,4.082796573638916,98889.0,72190242,0.6637000000000001,6727.3394
1997,Philippines,28923.7033,0.6349,0.6349,4.153293132781982,101599.1,73908810,0.6642,6964.0407
1998,Philippines,28290.6728,0.625,0.625,4.219594478607178,98566.6,75791024,0.6523,6704.595
1999,Philippines,25667.9654,0.6145,0.6145,4.080366611480713,99294.4,77753257,0.6441,6290.603
2000,Philippines,25993.2409,0.6094,0.6094,4.011693000793457,101209.0,79625397,0.6374000000000001,6479.3701
2001,Philippines,26528.7113,0.6074,0.6074,4.105942726135254,102019.5,81401488,0.6295000000000001,6461.0544
2002,Philippines,26602.5891,0.6002000000000001,0.6002000000000001,4.104235172271729,103687.1,83068889,0.6261,6481.7425
2003,Philippines,27536.7924,0.5923,0.5923,4.170426368713379,106823.0,84731835,0.6189,6602.8702
2004,Philippines,27932.1491,0.5940000000000001,0.5940000000000001,4.196399211883545,111649.7,86394504,0.6185,6656.2196
2005,Philippines,29013.698,0.5927,0.5927,4.247646808624268,115009.3,88015962,0.6201,6830.5335
2006,Philippines,31136.5695,0.5902000000000001,0.5902000000000001,4.432818412780762,119103.4,89508986,0.6169,7024.1009
2007,Philippines,33008.6824,0.5877,0.5877,4.492741107940674,124686.4,91075184,0.6183000000000001,7347.1151
2008,Philippines,34165.0435,0.5857,0.5857,4.552141666412354,127824.3,92699095,0.6137,7505.2668
2009,Philippines,34746.1174,0.5871000000000001,0.5871000000000001,4.722031593322754,127360.3,94384250,0.6142000000000001,7358.2997
2010,Philippines,35335.0415,0.5867,0.5867,4.623138427734375,133930.3,96337125,0.6149,7643.0846
2011,Philippines,36582.2032,0.5840000000000001,0.5840000000000001,4.699631214141846,136391.3,98248614,0.6162000000000001,7784.0599
2012,Philippines,40167.4368,0.5816,0.5816,4.975677013397217,142993.8,100175512,0.6182000000000001,8072.7594
2013,Philippines,41623.3208,0.5777,0.5777,4.949949264526367,149804.1,102076336,0.6299,8408.8374
2014,Philippines,44679.4056,0.5723,0.5723,5.142533779144287,156717.7,103767130,0.6273000000000001,8688.2105
2015,Philippines,48551.5289,0.5680000000000001,0.5680000000000001,5.310017585754395,164220.2,105312992,0.6255000000000001,9143.3842
2016,Philippines,50704.0432,0.5616,0.5616,5.307354927062988,173615.8,106735719,0.6186,9553.5414
2017,Philippines,53335.1772,0.5544,0.5544,5.33653450012207,183272.7,108119693,0.6181,9994.3487
2018,Philippines,55110.7026,0.5469,0.5469,5.300251483917236,192499.2,109465287,0.6208,10397.7535
2019,Philippines,56578.9349,0.5469,0.5469,5.209421157836914,201807.8,110804683,0.6145,10860.8849
