# Net National Wealth to Net National Income Ratio
Percentile;Year;"USA";"France";"Germany";"China";"United Kingdom";"Japan";"Brazil";"Russian Federation";"South Africa";"India";"Indonesia";"Egypt";"Nigeria"
pall;1980;3.797530651092529;3.74976658821106;3.609899997711182;3.6166942;3.671008348464966;5.072605133056641;2.413931608200073;3.599464654922485;3.735322952270508;4.497615769806242;5.088381290435791;1.009629726409912;4.578140258789063
pall;1981;3.808927536010742;3.781616687774658;3.82470440864563;3.6863132;3.725122928619385;5.320817947387695;2.435866355895996;3.598966598510742;3.938567876815796;4.449695637104806;4.988217353820801;1.076549291610718;4.409624576568604
pall;1982;3.975099086761475;3.694218397140503;4.004406929016113;3.8428802;3.638256311416626;5.457342624664307;2.528587818145752;3.599457502365112;4.106029510498047;4.45055492961495;5.329419136047363;1.087720274925232;4.74634838104248
pall;1983;3.863618135452271;3.711722135543823;4.092148780822754;3.9374061;3.713829040527344;5.537219524383545;2.726955890655518;3.598229885101318;3.979805707931519;4.589869013722852;5.107114791870117;1.194837689399719;5.128481864929199
pall;1984;3.674655914306641;3.692552328109741;4.158334255218506;3.7428359;3.840986490249634;5.483075141906738;2.160768985748291;3.598003387451172;3.868515968322754;4.505432722239877;5.135729312896729;1.259822130203247;5.359756469726563
pall;1985;3.722111463546753;3.628289699554443;4.238423824310303;3.5589536;3.911844968795776;5.455892086029053;2.477022171020508;3.598128318786621;3.901134729385376;4.60269174430986;5.159566879272461;1.357563376426697;5.229882717132568
pall;1986;3.879085779190063;3.624208927154541;4.205684661865234;3.7705619;4.214300155639648;5.868251800537109;2.514137506484985;3.600502014160156;4.049515724182129;4.616469590634581;5.32569694519043;1.408369541168213;5.202552318572998
pall;1987;3.920090675354004;3.66392970085144;4.224398612976074;3.7693057;4.317937850952148;6.731126308441162;1.941649794578552;3.596938371658325;4.100739479064941;4.663067746383158;5.150660991668701;1.658634781837463;5.002593994140625
pall;1988;3.884790658950806;3.618036985397339;4.157105922698975;3.6850705;4.484901428222656;7.27466869354248;2.473909854888916;3.596816778182983;3.92273473739624;4.754850339178189;5.269886493682861;1.747026324272156;4.930848598480225
pall;1989;3.907612085342407;3.68866491317749;4.138602256774902;4.0213929;4.795052528381348;7.74901294708252;3.01061487197876;3.59607982635498;3.910139322280884;4.591567744012566;5.17540979385376;1.982959866523743;4.797164916992188
pall;1990;3.860337257385254;3.717547655105591;4.001734256744385;4.3182545;4.694801330566406;7.945464134216309;2.873699903488159;;3.870316982269287;4.603731718357031;5.187019824981689;1.933210849761963;4.556039810180664
pall;1991;3.887763977050781;3.697107791900635;4.074328899383545;4.3413654;4.545236587524414;7.63234281539917;2.845651626586914;;3.718149185180664;4.77722523491255;5.144887924194336;1.492401719093323;4.458297252655029
pall;1992;3.798202753067017;3.651298522949219;4.191786766052246;4.539434;4.421919345855713;7.255786418914795;2.50305962562561;;3.688000202178955;4.987592117832038;4.984171867370605;1.417690515518188;4.31913423538208
pall;1993;3.740037202835083;3.648717880249023;4.357865810394287;4.8755638;4.482338428497314;7.13834285736084;2.910942077636719;;3.819891452789307;4.948646851153302;5.190751552581787;1.287670612335205;4.441901206970215
pall;1994;3.669126272201538;3.551301717758179;4.335643291473389;4.6705226;4.265435218811035;7.060066223144531;3.287845849990845;;3.815485954284668;4.922584519022498;5.232240200042725;1.420282244682312;4.685224533081055
